cbp_id,cbp_provider_id,cbp_provider_name,cbp_name,cbp_type,batch_id,batch_name,batch_start_date,batch_end_date,cbp_duration,cbp_rating,last_published_on,cbp_retired_on,cbp_status,resource_count,total_certificates_issued,cbp_substatus,data_last_generated_on
do_113838854031343616188,01383741351804928017894,Harappa Education,Reading Deeply,Course,"","","","",00:15:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138623340589793281144,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",PSTN Overview and Architecture - Part I A,Course,"","","","",00:30:00,4.552238805970149,2024-02-21,"",Live,2,678,SentToPublish,2024-02-28 02:03:31 AM
do_113900455342063616165,01341136245758361636,Department of Personnel and Training DoPT,sample 2222,Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113903316520230912184,01341136245758361636,Department of Personnel and Training DoPT,Test123456,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1139259195821670401108,0133872821604761600,Institute of Secretariat Training and Management,Classification Character and Status of Posts,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1134129272637440001276,01341289657531596898,Ministry of Agriculture and Farmers Welfare,PM Kisan Maandhan Yojna,Course,"","","","",00:50:00,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_1134150862641233921374,013413016323874816106,SVPNPA,Procedural Laws (Criminal),Course,"","","","",04:12:14,4.482758620689655,2022-01-11,"",Live,22,324,Reviewed,2024-02-28 02:03:31 AM
do_11353376795543961616,0133809553768366080,CBP Karmayogi,Course For Testing 09 May,Course,"","","","",01:00:00,"","","",Retired,0,"",InReview,2024-02-28 02:03:31 AM
do_113558608209346560154,0133872821604761600,Institute of Secretariat Training and Management,अनुशासनात्मक मामलों में यूपीएससी के साथ परामर्श,Course,"","","","",00:44:00,4.888888888888889,2022-06-23,"",Live,2,40,Reviewed,2024-02-28 02:03:31 AM
do_113569313011392512122,01356511101954457641,National E-Governance Division NeGD,BIG DATA ONE,Course,"","","","",00:08:00,4.21860465116279,2022-06-28,"",Retired,2,1159,Reviewed,2024-02-28 02:03:31 AM
do_1135948071783301121144,0133872821604761600,Institute of Secretariat Training and Management,Noting and Drafting,Course,"","","","",02:00:00,4.372693065758825,2023-01-23,"",Live,2,48097,SentToPublish,2024-02-28 02:03:31 AM
do_113659181397106688121,0133872821604761600,Institute of Secretariat Training and Management,24rd Level IV Final Assessment,Course,"","","","",01:20:00,4.4,2022-11-04,"",Retired,2,2,SentToPublish,2024-02-28 02:03:31 AM
do_113719975791591424128,0134568228588257282,Ministry of Railways,Theory of Railway Curve,Course,"","","","",06:02:18,4.535714285714286,2023-01-31,"",Live,30,74,SentToPublish,2024-02-28 02:03:31 AM
do_11373761644771737611.img,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",5G Network Slicing Part 3,Course,"","","","",01:05:29,"",2023-07-02,"",Draft,10,"",Reviewed,2024-02-28 02:03:31 AM
do_1137476123538800641220,013417291147681792174,Ministry of Housing and Urban Affairs,Part B. Planning : Faecal Sludge and Septage Management,Course,"","","","",01:23:05,4.857142857142857,2023-04-10,"",Live,8,20,Reviewed,2024-02-28 02:03:31 AM
do_1137731307613716481132,01341136245758361636,Department of Personnel and Training DoPT,Karmayogi Prarambh,Program,"","","","",26:12:53,4.535433070866142,2023-04-12,"",Live,149,58,Reviewed,2024-02-28 02:03:31 AM
do_1137787185569710081191,01365658380813107233,Defence Headquarters Training Institute (DHTI),Exit and Withdrawal Norms under NPS,Course,"","","","",00:16:34,4.588068181818182,2023-04-22,"",Live,2,4571,SentToPublish,2024-02-28 02:03:31 AM
do_113795863592468480128,01365658380813107233,Defence Headquarters Training Institute (DHTI),COMPLAINTS,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113813395741507584139,013594775897538560248,Department of Posts,UNIFIED DARPAN ANDROID APPLICATION - PRARAMBH,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113816922171514880136,013594775897538560248,Department of Posts,AWARENESS ON POSTAL MANUALS AND POST OFFICE GUIDES,Course,"","","","",00:18:36,4.466618808327351,2023-06-14,"",Live,4,49875,SentToPublish,2024-02-28 02:03:31 AM
do_1138870347648860161139,013568638827937792416,National Institute of Communication Finance,Understanding of Double Entry System in Financial Accounting,Course,"","","","",00:20:00,4.484057971014493,2023-09-20,"",Live,2,3971,SentToPublish,2024-02-28 02:03:31 AM
do_1138886222287093761161,0133809553768366080,CBP Karmayogi,Program 001,Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1138934909415014401286,013596952457666560294,Food Corporation of India (FCI),Uniform Specification of Food Grains,Course,"","","","",00:34:22,4.617866004962779,2023-10-03,"",Live,9,1875,SentToPublish,2024-02-28 02:03:31 AM
do_113901883586322432127_rc,0133809553768366080,CBP Karmayogi,Moderate course 1210,Course,"","","","",00:10:00,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_113955941226127360135,01341136245758361636,Department of Personnel and Training DoPT,"j jbm, nmnnk",Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113431909180211200117,0133809553768366080,CBP Karmayogi,mtech course,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113431998287667200111,0133809553768366080,CBP Karmayogi,What Is Linux & Its Basic Commands,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113433465859244032133,0133809553768366080,CBP Karmayogi,Course BCA,Course,"","","","",00:00:00,"","",2022-02-01,Retired,0,"","",2024-02-28 02:03:31 AM
do_11345236953431244811,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,COMMIT (Comprehensive Online Modified Modules for Induction Training),Course,"","","","",20:05:00,"","",2022-01-14,Retired,0,"","",2024-02-28 02:03:31 AM
do_11346163993414860811060,013422003222487040830,Indira Gandhi National Forest Academy,River and W,Course,"","","","",00:00:00,"","",2022-01-27,Retired,0,"","",2024-02-28 02:03:31 AM
do_1135792061224714241156.img,0134568228588257282,Ministry of Railways,रेल कर्मयोगी कार्यक्रम,Course,"","","","",07:12:00,"",2023-10-28,"",Draft,46,"",InReview,2024-02-28 02:03:31 AM
do_1136230170712883201135,01341208111149875242,Ministry of Power,Power System Operation,Course,"","","","",07:23:00,4.722222222222222,2022-09-12,"",Live,12,46,SentToPublish,2024-02-28 02:03:31 AM
do_1136252118804561921387,013413016323874816106,SVPNPA,Module 04 - Basic Grammar and More Vocabulary,Course,"","","","",00:48:00,4.571428571428571,2022-09-22,"",Live,8,31,SentToPublish,2024-02-28 02:03:31 AM
do_113703830300008448179,013594851232989184292,Border Roads Organisation (BRO),National Pension System,Course,"","","","",00:20:00,4.336391437308868,2023-01-05,"",Retired,2,3142,SentToPublish,2024-02-28 02:03:31 AM
do_1138028081812684801121,0134913087249776646170,Ministry of Mines,INTRODUCTION TO METAMORPHIC PETROLOGY,Course,"","","","",01:26:48,4.333333333333333,2023-05-31,"",Live,14,418,SentToPublish,2024-02-28 02:03:31 AM
do_113833133936140288114,0133872821604761600,Institute of Secretariat Training and Management,120th Level-D Training Programme,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113847481736249344151,0134801498081607683527,National Academy of Direct Taxes NADT,Hindi Rajbhasha,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113847482694172672115,0134801498081607683527,National Academy of Direct Taxes NADT,Hindi Rajbhasha,Program,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138665956579000321156,0137984838412206082493,National institute of Health and Family Welfare,Health and Well being Prospective of Yoga,Course,"","","","",01:00:58,4.649717514124294,2023-10-04,"",Live,6,1267,SentToPublish,2024-02-28 02:03:31 AM
do_1138765288019148801101,01341136245758361636,Department of Personnel and Training DoPT,IIM DRAFT-1,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113880821110210560157,01386650283604377619857,UpGrad,Course title,Course,"","","","",00:06:55,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1138999954504826881411,0133809553768366080,CBP Karmayogi,Advanced AI for test,Course,"","","","",01:00:00,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_1139005801351495681525,0138757747124305924340,Indian Institute Of Management Bangalore,Digital Marketing Strategy,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1139274581685698561153,013758892812648448452,National Thermal Power Corporation (NTPC) Limited,"Hazard Identification, Risk Assessment And Control",Course,"","","","",00:39:46,4.6571428571428575,2023-11-20,"",Live,2,286,SentToPublish,2024-02-28 02:03:31 AM
do_1134186408101969921446,0134086213264506888,World Bank,Climate Change and Health,Course,"","","","",00:20:00,"",2022-01-18,2022-04-09,Retired,0,0,Reviewed,2024-02-28 02:03:31 AM
do_1134186449346969601447.img,0134086213264506888,World Bank,People politics and Change,Course,"","","","",01:30:00,"",2022-01-18,"",Draft,10,"",Reviewed,2024-02-28 02:03:31 AM
do_11342770571159142414,013413016323874816106,SVPNPA,Bengali Course,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1135142137810452481205,0134447739702476803,Department of Expenditure,test_course,Course,"","","","",00:00:00,"","",2022-04-12,Retired,0,"","",2024-02-28 02:03:31 AM
do_1135225568776847361144,0133809553768366080,CBP Karmayogi,Edit functionality 2,Course,"","","","",01:00:00,"",2022-09-02,2022-09-05,Retired,2,1,SentToPublish,2024-02-28 02:03:31 AM
do_1135418414079590401119,013413016323874816106,SVPNPA,ODIA Course,Course,"","","","",11:57:00,"","",2022-05-20,Retired,0,"","",2024-02-28 02:03:31 AM
do_1138213667791831041361,01364991683959193671,The Art of Living,10 Days Breath And Meditation Journey,Course,"","","","",01:50:09,"","","",Retired,0,"",InReview,2024-02-28 02:03:31 AM
do_113846145397809152131,0133809553768366080,CBP Karmayogi,crs file upload 1830,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138656928227164161132,0133809553768366080,CBP Karmayogi,gggggggggg,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138962358564700161324,013621597200834560442,National E-Governance Division (NEGD) DeitY Govt. of India,e-Governance Life Cycle,Program,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113952933403869184112,0133872821604761600,Institute of Secretariat Training and Management,Technical Resignation and Lien,Course,"","","","",00:30:00,4.581818181818182,2023-12-24,"",Live,2,396,SentToPublish,2024-02-28 02:03:31 AM
do_113981968695640064158,01382766158871756824460,Quality Council of India,Project Finance,Course,"","","","",02:48:00,"","","",Review,0,"",Reviewed,2024-02-28 02:03:31 AM
do_113387642238967808155,0133782666818437120,iGoT,Foundation Training Programme - Teaser,Course,"","","","",00:07:00,"","",2021-10-14,Retired,0,"","",2024-02-28 02:03:31 AM
do_1134150685180231681358,013413016323874816106,SVPNPA,Social Legislations,Course,"","","","",01:29:15,4.569473684210526,2022-01-11,"",Live,11,12308,Reviewed,2024-02-28 02:03:31 AM
do_113473120005832704152,01341099780408934432,IIMB,Effective Communication,Course,"","","","",05:34:16,4.473060982830077,2022-12-24,"",Live,28,146138,SentToPublish,2024-02-28 02:03:31 AM
do_1135303795710443521271,0134001680852664321,Capacity Building Commission,Introduction to Emerging Technologies,Course,"","","","",02:30:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_11355365044210892815,0133809553768366080,CBP Karmayogi,Program IGOT,Program,"","","","",01:23:00,4.0,2022-06-06,"",Retired,3,0,Reviewed,2024-02-28 02:03:31 AM
do_1136060176417423361172,0134568228588257282,Ministry of Railways,Service Conditions,Course,"","","","",00:39:32,4.766666666666667,2023-01-30,"",Live,6,414,SentToPublish,2024-02-28 02:03:31 AM
do_1136336378422312961815,01341209715000115258,RAKNPA,Monthly Income Scheme(MIS),Course,"","","","",00:35:00,4.487586206896552,2023-03-28,"",Live,3,7891,SentToPublish,2024-02-28 02:03:31 AM
do_11367744331314790413,0136045931518525447690,Indian Council of Forestry Research and Education,Forest Nursery,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1136938899352535041122.img,0136045931518525447690,Indian Council of Forestry Research and Education,SEEDHANDLING AND NURSERY TECHNIQUE FOR SANDALWOOD,Course,"","","","",00:46:38,"",2022-12-21,"",Retired,5,"",Reviewed,2024-02-28 02:03:31 AM
do_113846765839581184154,0137924892561899523,Morarji Desai National Institute of Yoga (MDNIY),Common Yoga Protocol - Koshur,Course,"","","","",00:51:53,4.73469387755102,2023-07-28,"",Live,2,240,SentToPublish,2024-02-28 02:03:31 AM
do_1138978296865259521417,013621597200834560442,National E-Governance Division (NEGD) DeitY Govt. of India,eGovernance Life Cycle,Course,"","","","",15:15:00,4.5,2023-11-24,"",Live,4,38,SentToPublish,2024-02-28 02:03:31 AM
do_113915985994629120112,013596173201997824229,Department of Investment and Public Asset Management,Art of Storytelling (Test),Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113917589251432448134,0138467558964920325154,Harish Chandra Mathur Rajasthan Institute of Public Administration (HCMRIPA),aaa sdf  fas,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113961302435315712122,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),PF Tariff Rebate (Energy Bill Monitoring),Course,"","","","",01:08:23,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_113966968697569280184,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Introduction to ERP,Course,"","","","",00:57:30,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_1134122383049932801122,01341211756679987273,Indian Institute of Public Administration,Service Delivery Management,Course,"","","","",03:11:54,4.555555555555555,2021-12-22,"",Live,18,2028,Reviewed,2024-02-28 02:03:31 AM
do_1134123032825200641193,0133782666818437120,iGoT,Social Policy(Governance) and Labour Migration,Course,"","","","",02:05:00,"","",2021-11-18,Retired,0,"","",2024-02-28 02:03:31 AM
do_1134198922921082881577,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,Beginners Course Registration in GST,Course,"","","","",04:40:00,"","",2021-11-29,Retired,0,"","",2024-02-28 02:03:31 AM
do_11359619929530368018,0133872821604761600,Institute of Secretariat Training and Management,ABC,Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113759763563610112121.img,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),FTTH and Air Fiber,Course,"","","","",00:44:57,"",2023-03-25,"",Retired,3,"",InReview,2024-02-28 02:03:31 AM
do_1137745073696276481148,01365658380813107233,Defence Headquarters Training Institute (DHTI),National Pension System,Course,"","","","",00:26:08,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_1137779735133552641181,013568638827937792416,National Institute of Communication Finance,SARAS (REVENUE MANAGEMENT SYSTEM) : LICENSE FEE SECTION,Course,"","","","",01:00:53,4.693069306930693,2023-05-08,"",Live,15,730,SentToPublish,2024-02-28 02:03:31 AM
do_1138225988180787201382,013816946419662848850,Delhi Metro Rail Corporation,Automatic Train Protection System,Course,"","","","",00:25:48,4.580645161290323,2023-06-27,"",Live,3,2375,SentToPublish,2024-02-28 02:03:31 AM
do_1138637316489052161153,0133809553768366080,CBP Karmayogi,hgfhfjhfhjgjh,Program,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113940084922081280133,0133872821604761600,Institute of Secretariat Training and Management,Transfer and Posting,Course,"","","","",00:30:00,4.49438202247191,2023-12-22,"",Live,2,672,SentToPublish,2024-02-28 02:03:31 AM
do_113945189569085440165,01341136245758361636,Department of Personnel and Training DoPT,Human Values in Governance and Public policy,Blended Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113945281378607104191,0136364025461473287707,Microsoft,Project Management with Microsoft Project,Course,"","","","",01:57:18,"","","",Review,0,"",Reviewed,2024-02-28 02:03:31 AM
do_113960720159866880114,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Energy Bill Monitoing,Course,"","","","",01:14:11,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_1133981490686361601185,0133872821604761600,Institute of Secretariat Training and Management,Level-III Training Programme to Develop Domain Competencies,Course,"","","","",01:47:01,4.0,2021-12-31,"",Live,17,78,Reviewed,2024-02-28 02:03:31 AM
do_1134186449346969601447,0134086213264506888,World Bank,People politics and Change,Course,"","","","",01:30:00,4.45945945945946,2022-01-18,"",Live,10,307,Reviewed,2024-02-28 02:03:31 AM
do_113429968765984768125,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,Climate Finance: Innovative Approaches in Supporting Climate Action,Course,"","","","",01:40:00,"","",2021-12-13,Retired,0,"","",2024-02-28 02:03:31 AM
do_1134364116393164801514.img,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",5G New Radio Frame Structure,Course,"","","","",00:51:57,"",2021-12-23,"",Draft,9,"",SentToPublish,2024-02-28 02:03:31 AM
do_1135175594375577601268,0133809553768366080,CBP Karmayogi,profinity_test,Course,"","","","",01:00:00,"","",2022-10-18,Retired,0,"","",2024-02-28 02:03:31 AM
do_1136280681914695681628,013413016323874816106,SVPNPA,Module 12 - Conversation and Vocabulary,Course,"","","","",01:20:00,4.25,2022-09-22,"",Live,12,17,SentToPublish,2024-02-28 02:03:31 AM
do_1138184936887418881322,0135997900135055367644,Defence Accounts Department (DAD),Induction Course for Newly Recruited Auditors,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138630199375052801138,01395227764050329637613,NSE Academy Ltd,Anti Money Laundering,Course,"","","","",00:43:00,4.541318477251625,2024-01-29,"",Live,2,6543,SentToPublish,2024-02-28 02:03:31 AM
do_113873682316345344182,0133872821604761600,Institute of Secretariat Training and Management,सांख्यिकीय टूल डेटा ड्राइवर एवं डिसीजन बनाना,Course,"","","","",04:15:00,4.538461538461538,2023-09-05,"",Live,2,70,SentToPublish,2024-02-28 02:03:31 AM
do_113880667198832640143,01341136245758361636,Department of Personnel and Training DoPT,telangana commits,Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_11389134550789324812,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Mobile Network Cell Info Codes,Course,"","","","",00:25:41,4.53921568627451,2023-09-27,"",Live,3,2248,SentToPublish,2024-02-28 02:03:31 AM
do_113901604007665664115,0133809553768366080,CBP Karmayogi,program:- How to create a program in IGOT Portal,Program,"","","","",00:59:29,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_113902693515075584163,0133783095823810560,Karmayogi Bharat,CPWDA GHAA,Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113920409567584256170,0133872821604761600,Institute of Secretariat Training and Management,Parliament At Work- Handling Parliamentary Questions (PQs),Course,"","","","",00:35:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113961290018324480123,013758892812648448452,National Thermal Power Corporation (NTPC) Limited,Road Safety,Course,"","","","",00:33:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1139983286253404161147,01358250306650112027,Central Administrative Tribunal,Central Administrative Tribunal,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1139995802165493761163,013890734488625152733,Central Board of Indirect Taxes and Customs(CBIC),"Advance Ruling under CGST Act, 2017",Course,"","","","",00:43:00,"","","",Review,0,"",InReview,2024-02-28 02:03:31 AM
do_1134122603161354241140,0133782666818437120,iGoT,Participatory Management & Community Mobilisation,Course,"","","","",02:22:00,"","",2023-01-11,Retired,0,"",InReview,2024-02-28 02:03:31 AM
do_113426357353611264186,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,Central Government Employees Group Insurance Scheme (CGEGIS),Course,"","","","",00:11:00,"","",2021-12-08,Retired,0,"","",2024-02-28 02:03:31 AM
do_113429956494745600121,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,Climate Finance: Innovative Approaches in Supporting Climate Action,Course,"","","","",01:40:00,"","",2021-12-13,Retired,0,"","",2024-02-28 02:03:31 AM
do_113467519447719936126,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,Beginners Course Registration in GST,Course,"","","","",04:40:00,"","",2022-02-04,Retired,0,"","",2024-02-28 02:03:31 AM
do_1134695828974387201502,0133872821604761600,Institute of Secretariat Training and Management,Constitutional Provisions Relating To Disciplinary Proceedings,Course,"","","","",00:30:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1135226842373079041150,0133809553768366080,CBP Karmayogi,Edit functionality 23,Course,"","","","",01:00:00,"",2022-04-23,2022-04-25,Retired,3,"",Reviewed,2024-02-28 02:03:31 AM
do_1135453301270609921247,0134568228588257282,Ministry of Railways,Launching of Girder by Cranes,Course,"","","","",00:04:57,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_113555176950349824130,0133872821604761600,Institute of Secretariat Training and Management,Reform Initiatives of Government of India,Course,"","","","",01:50:00,4.741935483870968,2023-04-13,"",Live,2,879,SentToPublish,2024-02-28 02:03:31 AM
do_11363785365533491211159.img,0133872821604761600,Institute of Secretariat Training and Management,110th Level D Final Assessment,Course,"","","","",01:05:00,"",2022-11-17,"",Retired,2,"",SentToPublish,2024-02-28 02:03:31 AM
do_113708802153553920131,01355681440917913657,Department for Promotion of Industry and Internal Trade,Test,Course,"","","","",00:00:00,"","",2023-01-11,Retired,0,"","",2024-02-28 02:03:31 AM
do_1137349854416814081140,0133809553768366080,CBP Karmayogi,Prod_Test_Course,Course,"","","","",00:17:00,4.0,2023-02-17,"",Retired,4,1,SentToPublish,2024-02-28 02:03:31 AM
do_1137729352442593281124,01375753040373350416159,National Water Academy Central Water Commission Pune,Namami Gange : A Sustainable Model for River Rejuvenation,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113799201826136064191,01379283089487462431,Social justice and Empowerment,Substance use prevention,Program,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138001382221578241111,01365658380813107233,Defence Headquarters Training Institute (DHTI),Natural Justice,Course,"","","","",00:05:05,3.5853658536585367,2023-05-23,"",Retired,2,766,Reviewed,2024-02-28 02:03:31 AM
do_113857296028729344173,0134913087249776646170,Ministry of Mines,Basics of Nanoscience and Nanotechnology,Course,"","","","",01:21:21,4.545454545454546,2023-08-14,"",Live,14,148,Reviewed,2024-02-28 02:03:31 AM
do_1138934933911715841287,01388220316505702411478,Civis,Introduction to Public Consultations,Course,"","","","",01:21:35,4.434343434343434,2023-12-15,"",Live,13,555,SentToPublish,2024-02-28 02:03:31 AM
do_113896140675760128139,013616592545947648401,Sashastra Seema Bal (SSB),Basic computer Course for New Entrants,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138978310828523521421,013621597200834560442,National E-Governance Division (NEGD) DeitY Govt. of India,Government Process Re-engineering,Course,"","","","",15:15:00,4.0,2023-11-23,"",Live,4,19,SentToPublish,2024-02-28 02:03:31 AM
do_113922501948334080181,013816946419662848850,Delhi Metro Rail Corporation,Facilities for Commuters in Delhi Metro,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1139260842051829761126,0139077787226685440,Dr Marri Chenna Reddy Human Resource Development Institute of Telangana,సమస్య పరిష్కారం మరియు నిర్ణయం తీసుకోవడం,Course,"","","","",01:30:00,4.5,2023-11-21,"",Live,6,313,SentToPublish,2024-02-28 02:03:31 AM
do_11392749946665369611.img,0139077787226685440,Dr Marri Chenna Reddy Human Resource Development Institute of Telangana,ప్రజా కేంద్రీకృత సంభాషణ,Course,"","","","",02:00:00,"",2023-11-21,"",Draft,5,"",InReview,2024-02-28 02:03:31 AM
do_113943817247629312142,0133809553768366080,CBP Karmayogi,SAMARTH Zila,CuratedCollections,"","","","",00:00:00,"",2023-12-09,"",Retired,201,"","",2024-02-28 02:03:31 AM
do_11396057574580224012,013758892812648448452,National Thermal Power Corporation (NTPC) Limited,Disaster Management Plan Module 2,Course,"","","","",00:37:50,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113970533764923392148,01382766158871756824460,Quality Council of India,Detailed Project Report,Course,"","","","",01:30:00,4.678571428571429,2024-01-31,"",Live,3,86,SentToPublish,2024-02-28 02:03:31 AM
do_1134915231951912961538,01341289657531596898,Ministry of Agriculture and Farmers Welfare,PM KISAN Self Registration,Course,"","","","",00:05:00,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_1135459017884467201265,0134568228588257282,Ministry of Railways,Earthwork in Railway Projects,Course,"","","","",02:45:00,"",2022-06-15,2022-08-19,Retired,22,0,Reviewed,2024-02-28 02:03:31 AM
do_113558772666007552154,0133872821604761600,Institute of Secretariat Training and Management,"सूचना का अधिकार अधिनियम, 2005 – भाग 1",Course,"","","","",01:42:00,4.7,2022-06-22,"",Live,2,41,Reviewed,2024-02-28 02:03:31 AM
do_113599759361777664183,0133809553768366080,CBP Karmayogi,Marketing,Course,"","","","",00:00:00,"","",2022-10-18,Retired,0,"","",2024-02-28 02:03:31 AM
do_11367395667663257611,0133809553768366080,CBP Karmayogi,Microsoft Courses,CuratedCollections,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113706557460414464114,0133809553768366080,CBP Karmayogi,igot retest prod,Course,"","","","",00:42:00,"","",2023-01-11,Retired,0,"",Reviewed,2024-02-28 02:03:31 AM
do_113788006468665344173,0133872821604761600,Institute of Secretariat Training and Management,Level D 116,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113799287859781632195,0134801498081607683527,National Academy of Direct Taxes NADT,इंटरैक्टिव वीडियो,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138119569329520641213,0133872821604761600,Institute of Secretariat Training and Management,Problem Solving,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_11381618235888435218,013594775897538560248,Department of Posts,BASIC AWARENESS ABOUT DEPARTMENT OF POSTS,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138179740523724801270,013594775897538560248,Department of Posts,MG 04 - PLI and RPLI Schemes,Course,"","","","",00:57:55,4.870967741935484,2023-06-14,"",Retired,6,178,SentToPublish,2024-02-28 02:03:31 AM
do_113833935686246400145,013568638827937792416,National Institute of Communication Finance,ADMINISTRATIVE LAW,Course,"","","","",01:03:04,4.4646464646464645,2023-07-21,"",Live,11,599,SentToPublish,2024-02-28 02:03:31 AM
do_1138638508824494081165,01341136245758361636,Department of Personnel and Training DoPT,SAMPLE PROGRAMME,Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113903324606259200169,01341136245758361636,Department of Personnel and Training DoPT,TEst for commit,Program,"","","","",16:27:40,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113916866993307648117,013568638827937792416,National Institute of Communication Finance,Postal Accounts Manual(Account submission in PFMS),Course,"","","","",00:45:26,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
